ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,mp_firstname,mp_surname,mp_gender,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,brexit,green,snp,pc,dup,sf,sdlp,uup,alliance,all_other_candidates,of_which_other_winner
E14000622,E12000006,Castle Point,Essex,East,England,Borough,13/12/2019 03:26,Rebecca,Harris,Female,Con hold,Con,Lab,69608,44277,296,26634,33971,7337,2969,0,0,0,0,0,0,0,0,0,0,0
S14000010,S92000003,Central Ayrshire,Scotland,Scotland,Scotland,County,13/12/2019 04:36,Philippa,Whitford,Female,SNP hold,SNP,Con,69742,46534,105,5304,16182,6583,2283,0,0,21486,0,0,0,0,0,0,0,0
E14000623,E12000009,Central Devon,Devon,South West,England,County,13/12/2019 04:50,Mel,Stride,Male,Con hold,Con,Lab,74296,58072,347,17721,32095,14374,8770,0,2833,0,0,0,0,0,0,0,0,0
E14000624,E12000006,Central Suffolk and North Ipswich,Suffolk,East,England,County,13/12/2019 03:52,Dan,Poulter,Male,Con hold,Con,Lab,80037,56250,274,23391,35253,11862,6485,0,2650,0,0,0,0,0,0,0,0,0
W07000064,W92000004,Ceredigion,Dyfed,Wales,Wales,County,13/12/2019 03:23,Ben,Lake,Male,PC hold,PC,Con,56386,40105,117,6329,8879,6317,6975,2063,663,0,15208,0,0,0,0,0,0,0
E14000625,E12000004,Charnwood,Leicestershire,East Midlands,England,County,13/12/2019 04:36,Edward,Argar,Male,Con hold,Con,Lab,79534,55365,266,22397,35121,12724,4856,0,2664,0,0,0,0,0,0,0,0,0
E14000626,E12000008,Chatham and Aylesford,Kent,South East,England,County,13/12/2019 04:50,Tracey,Crouch,Female,Con hold,Con,Lab,71642,43340,159,18540,28856,10316,2866,0,1090,0,0,0,0,0,0,0,212,0
E14000627,E12000002,Cheadle,Greater Manchester,North West,England,Borough,13/12/2019 04:22,Mary,Robinson,Female,Con hold,Con,LD,74577,55903,215,2336,25694,6851,23358,0,0,0,0,0,0,0,0,0,0,0
E14000628,E12000006,Chelmsford,Essex,East,England,Borough,13/12/2019 01:57,Vicky,Ford,Female,Con hold,Con,LD,80394,57122,224,17621,31934,10295,14313,0,0,0,0,0,0,0,0,0,580,0
E14000629,E12000007,Chelsea and Fulham,London,London,England,Borough,13/12/2019 03:06,Greg,Hands,Male,Con hold,Con,LD,67110,46821,150,11241,23345,10872,12104,0,0,0,0,0,0,0,0,0,500,0
E14000630,E12000009,Cheltenham,Gloucestershire,South West,England,Borough,13/12/2019 06:29,Alex,Chalk,Male,Con hold,Con,LD,81044,59357,153,981,28486,2921,27505,0,0,0,0,0,0,0,0,0,445,0
E14000631,E12000008,Chesham and Amersham,Buckinghamshire,South East,England,County,13/12/2019 03:46,Cheryl,Gillan,Female,Con hold,Con,LD,72542,55685,289,16223,30850,7166,14627,0,3042,0,0,0,0,0,0,0,0,0
E14000632,E12000004,Chesterfield,Derbyshire,East Midlands,England,Borough,13/12/2019 04:23,Toby,Perkins,Male,Lab hold,Lab,Con,71034,45186,136,1451,16720,18171,3985,4771,1148,0,0,0,0,0,0,0,391,0
E14000633,E12000008,Chichester,West Sussex,South East,England,County,13/12/2019 03:59,Gillian,Keegan,Female,Con hold,Con,LD,85499,61243,251,21490,35402,9069,13912,0,2527,0,0,0,0,0,0,0,333,0
E14000634,E12000007,Chingford and Woodford Green,London,London,England,County,13/12/2019 02:30,Iain,Duncan Smith,Male,Con hold,Con,Lab,65393,48444,235,1262,23481,22219,2744,0,0,0,0,0,0,0,0,0,0,0
E14000635,E12000009,Chippenham,Wiltshire,South West,England,County,13/12/2019 04:00,Michelle,Donelan,Female,Con hold,Con,LD,77221,57099,321,11288,30994,6399,19706,0,0,0,0,0,0,0,0,0,0,0
E14000636,E12000007,Chipping Barnet,London,London,England,Borough,13/12/2019 05:34,Theresa,Villiers,Female,Con hold,Con,Lab,79960,57569,193,1212,25745,24533,5932,0,1288,0,0,0,0,0,0,0,71,0
E14000637,E12000002,Chorley,Lancashire,North West,England,County,13/12/2019 01:40,Lindsay,Hoyle,Male,Spk gain from Lab,Spk,Ind,77072,39870,1303,17392,0,0,0,0,3600,0,0,0,0,0,0,0,36270,26831
E14000638,E12000009,Christchurch,Dorset,South West,England,County,13/12/2019 05:34,Christopher,Chope,Male,Con hold,Con,LD,71520,51951,297,24617,33894,6568,9277,0,2212,0,0,0,0,0,0,0,0,0
E14000639,E12000007,Cities Of London and Westminster,London,London,England,Borough,13/12/2019 02:58,Nickie,Aiken,Female,Con hold,Con,LD,63700,42723,140,3953,17049,11624,13096,0,728,0,0,0,0,0,0,0,226,0
E14000640,E12000002,City Of Chester,Cheshire,North West,England,County,13/12/2019 04:03,Christian,Matheson,Male,Lab hold,Lab,Con,76057,54560,137,6164,20918,27082,3734,1388,1438,0,0,0,0,0,0,0,0,0
E14000641,E12000001,City Of Durham,Durham,North East,England,County,13/12/2019 03:08,Mary,Foy,Female,Lab hold,Lab,Con,71271,48859,175,5025,15506,20531,7935,3252,1635,0,0,0,0,0,0,0,0,0
E14000642,E12000006,Clacton,Essex,East,England,County,13/12/2019 03:30,Giles,Watling,Male,Con hold,Con,Lab,70930,43506,116,24702,31438,6736,2541,0,1225,0,0,0,0,0,0,0,1566,0
E14000643,E12000003,Cleethorpes,Humberside,Yorkshire and The Humber,England,County,13/12/2019 03:08,Martin,Vickers,Male,Con hold,Con,Lab,73689,46339,226,21418,31969,10551,2535,0,1284,0,0,0,0,0,0,0,0,0
W07000062,W92000004,Clwyd South,Clwyd,Wales,Wales,County,13/12/2019 02:09,Simon,Baynes,Male,Con gain from Lab,Con,Lab,53919,36306,110,1239,16222,14983,1496,1468,0,0,2137,0,0,0,0,0,0,0
W07000059,W92000004,Clwyd West,Clwyd,Wales,Wales,County,13/12/2019 02:58,David,Jones,Male,Con hold,Con,Lab,57714,40203,147,6747,20403,13656,2237,0,0,0,3907,0,0,0,0,0,0,0
S14000011,S92000003,"Coatbridge, Chryston and Bellshill",Scotland,Scotland,Scotland,Borough,13/12/2019 03:34,Steven,Bonnar,Male,SNP gain from Lab,SNP,Lab,72943,48221,121,5624,6113,17056,1564,0,808,22680,0,0,0,0,0,0,0,0
E14000644,E12000006,Colchester,Essex,East,England,Borough,13/12/2019 02:34,Will,Quince,Male,Con hold,Con,Lab,82625,53373,190,9423,26917,17494,7432,0,1530,0,0,0,0,0,0,0,0,0
E14000645,E12000003,Colne Valley,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 05:55,Jason,McCartney,Male,Con gain from Lab,Con,Lab,84174,60892,228,5103,29482,24379,3815,1268,1068,0,0,0,0,0,0,0,880,0
E14000646,E12000002,Congleton,Cheshire,North West,England,County,13/12/2019 04:58,Fiona,Bruce,Female,Con hold,Con,Lab,80930,57233,193,18561,33747,15186,6026,0,1616,0,0,0,0,0,0,0,658,0
E14000647,E12000002,Copeland,Cumbria,North West,England,County,13/12/2019 02:24,Trudy,Harrison,Female,Con hold,Con,Lab,61693,42523,173,5842,22856,17014,1888,0,765,0,0,0,0,0,0,0,0,0
E14000648,E12000004,Corby,Northamptonshire,East Midlands,England,County,13/12/2019 04:44,Tom,Pursglove,Male,Con hold,Con,Lab,86153,60475,265,10268,33410,23142,3923,0,0,0,0,0,0,0,0,0,0,0
E14000649,E12000005,Coventry North East,West Midlands,West Midlands,England,Borough,13/12/2019 04:41,Colleen,Fletcher,Female,Lab hold,Lab,Con,76006,44444,127,7692,15720,23412,2061,2110,1141,0,0,0,0,0,0,0,0,0
E14000650,E12000005,Coventry North West,West Midlands,West Midlands,England,Borough,13/12/2019 05:10,Taiwo,Owatemi,Female,Lab hold,Lab,Con,75247,47744,144,208,20710,20918,2717,1956,1443,0,0,0,0,0,0,0,0,0
E14000651,E12000005,Coventry South,West Midlands,West Midlands,England,Borough,13/12/2019 04:54,Zarah,Sultana,Female,Lab hold,Lab,Con,70979,45044,138,401,19143,19544,3398,1432,1092,0,0,0,0,0,0,0,435,0
E14000652,E12000008,Crawley,West Sussex,South East,England,Borough,13/12/2019 04:20,Henry,Smith,Male,Con hold,Con,Lab,74207,49899,193,8360,27040,18680,2728,0,1451,0,0,0,0,0,0,0,0,0
E14000653,E12000002,Crewe and Nantwich,Cheshire,North West,England,County,13/12/2019 04:21,Kieran,Mullan,Male,Con gain from Lab,Con,Lab,80321,54032,123,8508,28704,20196,2618,1390,975,0,0,0,0,0,0,0,149,0
E14000654,E12000007,Croydon Central,London,London,England,Borough,13/12/2019 04:29,Sarah,Jones,Female,Lab hold,Lab,Con,81407,54045,135,5949,21175,27124,3532,999,1215,0,0,0,0,0,0,0,0,0
E14000655,E12000007,Croydon North,London,London,England,Borough,13/12/2019 06:02,Steve,Reed,Male,Lab hold,Lab,Con,88468,55609,167,24673,11822,36495,4476,839,1629,0,0,0,0,0,0,0,348,0
E14000656,E12000007,Croydon South,London,London,England,Borough,13/12/2019 06:33,Chris,Philp,Male,Con hold,Con,Lab,83982,59358,222,12339,30985,18646,7503,0,1782,0,0,0,0,0,0,0,442,0
S14000012,S92000003,"Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,Scotland,Scotland,County,13/12/2019 03:21,Stuart C.,McDonald,Male,SNP hold,SNP,Lab,66079,45686,143,12976,7380,11182,2966,0,0,24158,0,0,0,0,0,0,0,0
W07000070,W92000004,Cynon Valley,Gwent and Mid Glamorgan,Wales,Wales,County,13/12/2019 02:46,Beth,Winter,Female,Lab hold,Lab,Con,51134,30236,99,8822,6711,15533,949,3045,0,0,2562,0,0,0,0,0,1436,0
E14000657,E12000007,Dagenham and Rainham,London,London,England,Borough,13/12/2019 05:07,Jon,Cruddas,Male,Lab hold,Lab,Con,71045,43735,127,293,19175,19468,1182,2887,602,0,0,0,0,0,0,0,421,0
E14000658,E12000001,Darlington,Durham,North East,England,Borough,13/12/2019 01:28,Peter,Gibson,Male,Con gain from Lab,Con,Lab,66397,43498,81,3294,20901,17607,2097,1544,1057,0,0,0,0,0,0,0,292,0
E14000659,E12000008,Dartford,Kent,South East,England,County,13/12/2019 04:44,Gareth,Johnson,Male,Con hold,Con,Lab,82209,54023,280,19160,34006,14846,3736,0,1435,0,0,0,0,0,0,0,0,0
E14000660,E12000004,Daventry,Northamptonshire,East Midlands,England,County,13/12/2019 04:33,Chris,Heaton-Harris,Male,Con hold,Con,Lab,77423,57403,246,26080,37055,10975,7032,0,2341,0,0,0,0,0,0,0,0,0
W07000042,W92000004,Delyn,Clwyd,Wales,Wales,County,13/12/2019 03:21,Rob,Roberts,Male,Con gain from Lab,Con,Lab,54560,38370,105,865,16756,15891,2346,1971,0,0,1406,0,0,0,0,0,0,0
E14000661,E12000002,Denton and Reddish,Greater Manchester,North West,England,Borough,13/12/2019 04:12,Andrew,Gwynne,Male,Lab hold,Lab,Con,66234,38588,106,6175,13142,19317,1642,3039,1124,0,0,0,0,0,0,0,324,0
E14000662,E12000004,Derby North,Derbyshire,East Midlands,England,Borough,13/12/2019 04:36,Amanda,Solloway,Female,Con gain from Lab,Con,Lab,73199,47017,111,2540,21259,18719,3450,1908,1046,0,0,0,0,0,0,0,635,0
E14000664,E12000004,Derbyshire Dales,Derbyshire,East Midlands,England,County,13/12/2019 04:06,Sarah,Dines,Female,Con hold,Con,Lab,65080,50016,211,17381,29356,11975,6627,0,2058,0,0,0,0,0,0,0,0,0
E14000663,E12000004,Derby South,Derbyshire,East Midlands,England,Borough,13/12/2019 04:25,Margaret,Beckett,Female,Lab hold,Lab,Con,73062,42462,137,6019,15671,21690,2621,2480,0,0,0,0,0,0,0,0,0,0
E14000665,E12000009,Devizes,Wiltshire,South West,England,County,13/12/2019 04:50,Danny,Kruger,Male,Con hold,Con,LD,73372,50954,269,23993,32150,7838,8157,0,2809,0,0,0,0,0,0,0,0,0
E14000666,E12000003,Dewsbury,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 05:37,Mark,Eastwood,Male,Con gain from Lab,Con,Lab,81253,56389,272,1561,26179,24618,2406,1874,1060,0,0,0,0,0,0,0,252,0
E14000668,E12000003,Doncaster Central,South Yorkshire,Yorkshire and The Humber,England,Borough,13/12/2019 03:24,Rosie,Winterton,Female,Lab hold,Lab,Con,71389,41581,108,2278,14360,16638,1748,6842,981,0,0,0,0,0,0,0,1012,0
E14000669,E12000003,Doncaster North,South Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 03:07,Edward,Miliband,Male,Lab hold,Lab,Con,72362,40698,95,2370,13370,15740,1476,8294,0,0,0,0,0,0,0,0,1818,0
E14000667,E12000003,Don Valley,South Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 03:31,Nick,Fletcher,Male,Con gain from Lab,Con,Lab,75356,45437,82,3630,19609,15979,1907,6247,872,0,0,0,0,0,0,0,823,0
E14000670,E12000008,Dover,Kent,South East,England,County,13/12/2019 03:05,Natalie,Elphicke,Female,Con hold,Con,Lab,76355,50701,219,12278,28830,16552,2895,0,1371,0,0,0,0,0,0,0,1053,0
E14000671,E12000005,Dudley North,West Midlands,West Midlands,England,Borough,13/12/2019 05:04,Marco,Longhi,Male,Con gain from Lab,Con,Lab,61936,36684,156,11533,23134,11601,1210,0,739,0,0,0,0,0,0,0,0,0
E14000672,E12000005,Dudley South,West Midlands,West Midlands,England,Borough,13/12/2019 04:33,Mike,Wood,Male,Con hold,Con,Lab,60731,36576,163,15565,24835,9270,1608,0,863,0,0,0,0,0,0,0,0,0
E14000673,E12000007,Dulwich and West Norwood,London,London,England,Borough,13/12/2019 03:55,Helen,Hayes,Female,Lab hold,Lab,Green,80331,55778,236,27310,9160,36521,0,571,9211,0,0,0,0,0,0,0,315,0
S14000013,S92000003,Dumfries and Galloway,Scotland,Scotland,Scotland,County,13/12/2019 04:07,Alister,Jack,Male,Con hold,Con,SNP,74580,51429,123,1805,22678,4745,3133,0,0,20873,0,0,0,0,0,0,0,0
S14000014,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,Scotland,Scotland,County,13/12/2019 04:38,David,Mundell,Male,Con hold,Con,SNP,68330,49153,142,3781,22611,4172,3540,0,0,18830,0,0,0,0,0,0,0,0
S14000015,S92000003,Dundee East,Scotland,Scotland,Scotland,Borough,13/12/2019 03:37,Stewart,Hosie,Male,SNP hold,SNP,Con,66210,45277,134,13375,10986,6045,3573,0,0,24361,0,0,0,0,0,0,312,0
S14000016,S92000003,Dundee West,Scotland,Scotland,Scotland,Borough,13/12/2019 03:31,Chris,Law,Male,SNP hold,SNP,Lab,64431,41579,92,12259,5149,10096,2468,1271,0,22355,0,0,0,0,0,0,240,0
S14000017,S92000003,Dunfermline and West Fife,Scotland,Scotland,Scotland,County,13/12/2019 04:15,Douglas,Chapman,Male,SNP hold,SNP,Lab,76652,53482,130,10699,11207,13028,4262,0,1258,23727,0,0,0,0,0,0,0,0
W07000061,W92000004,Dwyfor Meirionnydd,Gwynedd,Wales,Wales,County,13/12/2019 02:22,Liz,Saville Roberts,Female,PC hold,PC,Con,44362,29928,128,4740,9707,3998,0,1776,0,0,14447,0,0,0,0,0,0,0
E14000674,E12000007,Ealing Central and Acton,London,London,England,Borough,13/12/2019 02:11,Rupa,Huq,Female,Lab hold,Lab,Con,75510,54807,162,13300,14832,28132,9444,664,1735,0,0,0,0,0,0,0,0,0
E14000675,E12000007,Ealing North,London,London,England,Borough,13/12/2019 02:16,James,Murray,Male,Lab hold,Lab,Con,74473,49631,224,12269,15767,28036,4370,0,1458,0,0,0,0,0,0,0,0,0
E14000676,E12000007,"Ealing, Southall",London,London,England,Borough,13/12/2019 02:44,Virendra,Sharma,Male,Lab hold,Lab,Con,64581,42217,203,16084,9594,25678,3933,867,1688,0,0,0,0,0,0,0,457,0
E14000677,E12000001,Easington,Durham,North East,England,County,13/12/2019 03:21,Grahame,Morris,Male,Lab hold,Lab,Con,61182,34583,122,6581,9142,15723,1526,6744,0,0,0,0,0,0,0,0,1448,0
N06000005,N92000002,East Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 03:21,Sammy,Wilson,Male,DUP hold,DUP,Alliance,64830,37261,170,6706,1043,0,0,0,685,0,0,16871,2120,902,5475,10165,0,0
E14000684,E12000008,Eastbourne,East Sussex,South East,England,Borough,13/12/2019 02:59,Caroline,Ansell,Female,Con gain from LD,Con,LD,79307,55134,121,4331,26951,3848,22620,1530,0,0,0,0,0,0,0,0,185,0
E14000678,E12000009,East Devon,Devon,South West,England,County,13/12/2019 04:58,Simon,Jupp,Male,Con hold,Con,Ind,87168,64073,150,6708,32577,2870,1771,0,711,0,0,0,0,0,0,0,26144,0
S14000018,S92000003,East Dunbartonshire,Scotland,Scotland,Scotland,County,13/12/2019 03:44,Amy,Callaghan,Female,SNP gain from LD,SNP,LD,66075,53031,80,149,7455,4839,19523,0,916,19672,0,0,0,0,0,0,626,0
E14000679,E12000007,East Ham,London,London,England,Borough,13/12/2019 03:35,Stephen,Timms,Male,Lab hold,Lab,Con,88319,54628,174,33176,8527,41703,2158,1107,883,0,0,0,0,0,0,0,250,0
E14000680,E12000008,East Hampshire,Hampshire,South East,England,County,13/12/2019 03:16,Damian,Hinds,Male,Con hold,Con,LD,76478,56895,199,19696,33446,6287,13750,0,2600,0,0,0,0,0,0,0,812,0
S14000019,S92000003,"East Kilbride, Strathaven and Lesmahagow",Scotland,Scotland,Scotland,County,13/12/2019 02:34,Lisa,Cameron,Female,SNP hold,SNP,Lab,81224,56337,137,13322,11961,12791,3760,0,1153,26113,0,0,0,0,0,0,559,0
E14000685,E12000008,Eastleigh,Hampshire,South East,England,Borough,13/12/2019 02:33,Paul,Holmes,Male,Con hold,Con,LD,83880,58971,186,15607,32690,7559,17083,0,1639,0,0,0,0,0,0,0,0,0
N06000006,N92000002,East Londonderry,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 03:01,Gregory,Campbell,Male,DUP hold,DUP,SDLP,69246,39302,193,9607,0,0,0,0,0,0,0,15765,6128,6158,3599,5921,1731,0
S14000020,S92000003,East Lothian,Scotland,Scotland,Scotland,County,13/12/2019 02:57,Kenny,MacAskill,Male,SNP gain from Lab,SNP,Lab,81600,58513,114,3886,15523,17270,4071,0,0,21156,0,0,0,0,0,0,493,0
S14000021,S92000003,East Renfrewshire,Scotland,Scotland,Scotland,County,13/12/2019 03:04,Kirsten,Oswald,Female,SNP gain from Con,SNP,Con,72232,55357,176,5426,19451,6855,4174,0,0,24877,0,0,0,0,0,0,0,0
E14000681,E12000008,East Surrey,Surrey,South East,England,County,13/12/2019 03:16,Claire,Coutinho,Female,Con hold,Con,LD,83148,59690,235,24040,35624,8247,11584,0,2340,0,0,0,0,0,0,0,1895,0
E14000682,E12000008,East Worthing and Shoreham,West Sussex,South East,England,County,13/12/2019 04:51,Tim,Loughton,Male,Con hold,Con,Lab,75194,53128,188,7474,27107,19633,4127,0,2006,0,0,0,0,0,0,0,255,0
E14000683,E12000003,East Yorkshire,Humberside,Yorkshire and The Humber,England,County,13/12/2019 03:19,Greg,Knight,Male,Con hold,Con,Lab,80923,52769,205,22787,33988,11201,4219,0,1675,0,0,0,0,0,0,0,1686,0
E14000686,E12000002,Eddisbury,Cheshire,North West,England,County,13/12/2019 03:28,Edward,Timpson,Male,Con hold,Con,Lab,73700,52971,143,18443,30095,11652,9582,0,1191,0,0,0,0,0,0,0,451,0
S14000022,S92000003,Edinburgh East,Scotland,Scotland,Scotland,Borough,13/12/2019 04:34,Tommy,Sheppard,Male,SNP hold,SNP,Lab,69424,47815,142,10417,6549,12748,3289,0,2064,23165,0,0,0,0,0,0,0,0
S14000023,S92000003,Edinburgh North and Leith,Scotland,Scotland,Scotland,Borough,13/12/2019 04:43,Deidre,Brock,Female,SNP hold,SNP,Lab,81336,59344,105,12808,11000,13117,6635,558,1971,25925,0,0,0,0,0,0,138,0
S14000024,S92000003,Edinburgh South,Scotland,Scotland,Scotland,Borough,13/12/2019 04:22,Ian,Murray,Male,Lab hold,Lab,SNP,66188,49732,122,11095,8161,23745,3819,0,1357,12650,0,0,0,0,0,0,0,0
S14000025,S92000003,Edinburgh South West,Scotland,Scotland,Scotland,Borough,13/12/2019 04:11,Joanna,Cherry,Female,SNP hold,SNP,Con,73501,52131,91,11982,12848,7478,4971,625,1265,24830,0,0,0,0,0,0,114,0
S14000026,S92000003,Edinburgh West,Scotland,Scotland,Scotland,Borough,13/12/2019 04:52,Christine,Jardine,Female,LD hold,LD,SNP,72507,54533,124,3769,9283,4460,21766,0,1027,17997,0,0,0,0,0,0,0,0
E14000687,E12000007,Edmonton,London,London,England,Borough,13/12/2019 02:55,Kate,Osamor,Female,Lab hold,Lab,Con,65747,40341,148,16015,10202,26217,2145,840,862,0,0,0,0,0,0,0,75,0
E14000688,E12000002,Ellesmere Port and Neston,Cheshire,North West,England,County,13/12/2019 05:26,Justin,Madders,Male,Lab hold,Lab,Con,70327,48746,128,8764,17237,26001,2406,2138,964,0,0,0,0,0,0,0,0,0
E14000689,E12000003,Elmet and Rothwell,West Yorkshire,Yorkshire and The Humber,England,County,13/12/2019 04:15,Alec,Shelbrooke,Male,Con hold,Con,Lab,80957,58225,187,17353,33726,16373,5155,0,1775,0,0,0,0,0,0,0,1196,0
E14000690,E12000007,Eltham,London,London,England,Borough,13/12/2019 03:15,Clive,Efford,Male,Lab hold,Lab,Con,64086,43689,114,3197,17353,20550,2941,1523,1322,0,0,0,0,0,0,0,0,0
E14000691,E12000007,Enfield North,London,London,England,Borough,13/12/2019 04:11,Feryal,Clark,Female,Lab hold,Lab,Con,68301,45050,132,6492,16848,23340,2950,797,1115,0,0,0,0,0,0,0,0,0
E14000692,E12000007,"Enfield, Southgate",London,London,England,Borough,13/12/2019 03:55,Bambos,Charalambous,Male,Lab hold,Lab,Con,65525,47276,127,4450,18473,22923,4344,494,1042,0,0,0,0,0,0,0,0,0
E14000693,E12000006,Epping Forest,Essex,East,England,County,13/12/2019 02:10,Eleanor,Laing,Female,Con hold,Con,Lab,74304,50268,269,22173,32364,10191,5387,0,1975,0,0,0,0,0,0,0,351,0
E14000694,E12000008,Epsom and Ewell,Surrey,South East,England,Borough,13/12/2019 03:45,Chris,Grayling,Male,Con hold,Con,LD,81138,59451,254,17873,31819,10226,13946,0,2047,0,0,0,0,0,0,0,1413,0
E14000695,E12000004,Erewash,Derbyshire,East Midlands,England,County,13/12/2019 03:09,Maggie,Throup,Female,Con hold,Con,Lab,72523,48814,168,10606,27560,16954,2487,0,1115,0,0,0,0,0,0,0,698,0
E14000696,E12000007,Erith and Thamesmead,London,London,England,Borough,13/12/2019 03:16,Abena,Oppong-Asare,Female,Lab hold,Lab,Con,65399,41384,115,3758,16124,19882,1984,2246,876,0,0,0,0,0,0,0,272,0
E14000697,E12000008,Esher and Walton,Surrey,South East,England,Borough,13/12/2019 03:17,Dominic,Raab,Male,Con hold,Con,LD,81184,63084,163,2743,31132,2838,28389,0,0,0,0,0,0,0,0,0,725,0
E14000698,E12000009,Exeter,Devon,South West,England,Borough,13/12/2019 03:47,Ben,Bradshaw,Male,Lab hold,Lab,Con,82054,56192,221,10403,19479,29882,0,1428,4838,0,0,0,0,0,0,0,565,0
S14000028,S92000003,Falkirk,Scotland,Scotland,Scotland,County,13/12/2019 03:56,John,McNally,Male,SNP hold,SNP,Con,84472,55872,217,14948,14403,6243,3990,0,1885,29351,0,0,0,0,0,0,0,0
E14000699,E12000008,Fareham,Hampshire,South East,England,County,13/12/2019 02:06,Suella,Braverman,Female,Con hold,Con,Lab,78337,57250,286,26086,36459,10373,8006,0,2412,0,0,0,0,0,0,0,0,0
E14000700,E12000008,Faversham and Mid Kent,Kent,South East,England,County,13/12/2019 03:40,Helen,Whately,Female,Con hold,Con,Lab,73403,50394,189,21976,31864,9888,6170,0,2103,0,0,0,0,0,0,0,369,0
E14000701,E12000007,Feltham and Heston,London,London,England,Borough,13/12/2019 04:13,Seema,Malhotra,Female,Lab hold,Lab,Con,80934,47811,146,7859,17017,24876,3127,1658,1133,0,0,0,0,0,0,0,0,0
N06000007,N92000002,Fermanagh and South Tyrone,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 06:59,Michelle,Gildernew,Female,SF hold,SF,UUP,72848,50762,324,57,0,0,0,0,0,0,0,0,21986,3446,21929,2650,751,0
E14000702,E12000009,Filton and Bradley Stoke,Avon,South West,England,County,13/12/2019 03:59,Jack,Lopresti,Male,Con hold,Con,Lab,74016,53752,194,5646,26293,20647,4992,0,1563,0,0,0,0,0,0,0,257,0
E14000703,E12000007,Finchley and Golders Green,London,London,England,Borough,13/12/2019 05:05,Mike,Freer,Male,Con hold,Con,LD,77573,55109,213,6562,24162,13347,17600,0,0,0,0,0,0,0,0,0,0,0
E14000704,E12000008,Folkestone and Hythe,Kent,South East,England,County,13/12/2019 02:41,Damian,Collins,Male,Con hold,Con,Lab,88272,59005,260,21337,35483,14146,5755,0,2706,0,0,0,0,0,0,0,915,0
E14000705,E12000009,Forest Of Dean,Gloucestershire,South West,England,County,13/12/2019 03:01,Mark,Harper,Male,Con hold,Con,Lab,71438,51475,230,15869,30680,14811,0,0,4681,0,0,0,0,0,0,0,1303,0
N06000008,N92000002,Foyle,Northern Ireland,Northern Ireland,Northern Ireland,County,13/12/2019 04:13,Colum,Eastwood,Male,SDLP gain from SF,SDLP,SF,74346,47144,226,17110,0,0,0,0,0,0,0,4773,9771,26881,1088,1267,3364,0
E14000706,E12000002,Fylde,Lancashire,North West,England,County,13/12/2019 01:21,Mark,Menzies,Male,Con hold,Con,Lab,66847,46659,162,16611,28432,11821,3748,0,1731,0,0,0,0,0,0,0,927,0
E14000707,E12000004,Gainsborough,Lincolnshire,East Midlands,England,County,13/12/2019 03:35,Edward,Leigh,Male,Con hold,Con,Lab,76343,51046,259,22967,33893,10926,5157,0,0,0,0,0,0,0,0,0,1070,0
E14000708,E12000002,Garston and Halewood,Merseyside,North West,England,Borough,13/12/2019 02:25,Maria,Eagle,Female,Lab hold,Lab,Con,76116,53326,147,31624,6954,38578,3324,2943,1183,0,0,0,0,0,0,0,344,0
E14000709,E12000001,Gateshead,Tyne and Wear,North East,England,Borough,13/12/2019 01:41,Ian,Mearns,Male,Lab hold,Lab,Con,64449,38145,221,7200,13250,20450,2792,0,1653,0,0,0,0,0,0,0,0,0
E14000710,E12000004,Gedling,Nottinghamshire,East Midlands,England,County,13/12/2019 03:13,Tom,Randall,Male,Con gain from Lab,Con,Lab,71336,49953,144,679,22718,22039,2279,1820,1097,0,0,0,0,0,0,0,0,0
E14000711,E12000008,Gillingham and Rainham,Kent,South East,England,Borough,13/12/2019 04:40,Rehman,Chishti,Male,Con hold,Con,Lab,73549,45958,138,15119,28173,13054,2503,0,1043,0,0,0,0,0,0,0,1185,0
S14000029,S92000003,Glasgow Central,Scotland,Scotland,Scotland,Borough,13/12/2019 04:09,Alison,Thewliss,Female,SNP hold,SNP,Lab,69230,40105,153,6474,3698,13276,1952,0,1429,19750,0,0,0,0,0,0,0,0
S14000030,S92000003,Glasgow East,Scotland,Scotland,Scotland,Borough,13/12/2019 03:40,David,Linden,Male,SNP hold,SNP,Lab,67381,38483,102,5566,5709,12791,1626,0,0,18357,0,0,0,0,0,0,0,0
S14000031,S92000003,Glasgow North,Scotland,Scotland,Scotland,Borough,13/12/2019 03:25,Patrick,Grady,Male,SNP hold,SNP,Lab,57130,36191,84,5601,3806,11381,2394,320,1308,16982,0,0,0,0,0,0,0,0
S14000032,S92000003,Glasgow North East,Scotland,Scotland,Scotland,Borough,13/12/2019 03:57,Anne,McLaughlin,Female,SNP gain from Lab Coop,SNP,Lab,61075,33925,116,2548,3558,13363,1093,0,0,15911,0,0,0,0,0,0,0,0
