,FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Geocode,AddressLine3,AddressLine4
721,500426,PI/000020549,Four Seasons Take Away,Takeaway/sandwich shop,7844,5A Enville Road,Wall Heath,DY6 0JT,3,fhrs_3_en-GB,2021-05-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Kingswinford,
722,1300656,PI/000242309,Fox and Grapes,Pub/bar/nightclub,7843,176 High Street,Pensnett,DY5 4JQ,5,fhrs_5_en-GB,2021-07-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
723,500496,PI/000026249,Foxhunt Harvester Public House,Pub/bar/nightclub,7843,Hagley Road,Hayley Green,B63 1DQ,4,fhrs_4_en-GB,2019-04-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
724,991507,PI/000236739,Foxyards Primary School,School/college/university,7845,Foxyards Road,Tipton,DY4 8BH,5,fhrs_5_en-GB,2019-09-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
725,581027,PI/000139519,Frank and James Ices,Mobile caterer,7846,2 Trysull Way,Netherton,DY2 0JG,1,fhrs_1_en-GB,2019-03-27,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
726,501636,PI/000080138,Frankie and Benny's,Restaurant/Cafe/Canteen,1,Castlegate Way,Dudley,DY1 4TA,5,fhrs_5_en-GB,2018-09-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
727,1212193,PI/000241585,Freddie's,Takeaway/sandwich shop,7844,63A Northfield Road,Netherton,DY2 9JQ,3,fhrs_3_en-GB,2020-03-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
728,658670,PI/000148641,Free Time Care Services Limited,Hospitals/Childcare/Caring Premises,5,4-6 Meres Road,Cradley,B63 2EH,5,fhrs_5_en-GB,2018-10-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
729,1127579,PI/000240393,Freetime Plus,Hospitals/Childcare/Caring Premises,5,116A New Street,Quarry Bank,DY5 2BB,4,fhrs_4_en-GB,2019-12-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
730,849738,PI/000231450,Freez Magic,Mobile caterer,7846,,,,5,fhrs_5_en-GB,2019-11-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
731,1151693,PI/000240691,French Connection Coffee House,Restaurant/Cafe/Canteen,1,201 High Street,Dudley,DY1 1QQ,4,fhrs_4_en-GB,2019-06-04,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
732,500356,PI/000017788,Fresh Meat Direct Ltd,Retailers - other,4613,Unit 14,Delph Road Industrial Estate,DY5 2UA,4,fhrs_4_en-GB,2019-09-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
733,501448,PI/000063020,Fried Fish Shop,Takeaway/sandwich shop,7844,Black Country Living Museum,Tipton Road,DY1 4SQ,5,fhrs_5_en-GB,2019-12-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
734,1398446,PI/000244098,Friendly Sweet Desires,Retailers - other,4613,,,,5,fhrs_5_en-GB,2021-07-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
735,771118,PI/000163594,From Kimmies Kitchen,Other catering premises,7841,,,,5,fhrs_5_en-GB,2015-06-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
736,1210237,PI/000241262,Frozen Brothers Kiosk,Takeaway/sandwich shop,7844,Merry Hill Centre,Brierley Hill,DY5 1QX,2,fhrs_2_en-GB,2019-11-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
737,1295249,PI/000242995,Fruit & Veg,Retailers - other,4613,128 Stafford Street,Dudley,DY1 1RS,2,fhrs_2_en-GB,2021-04-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
738,500387,PI/000019161,Fry A' Tucks Cafe,Restaurant/Cafe/Canteen,1,107 Dudley Road,Brierley Hill,DY5 1HD,5,fhrs_5_en-GB,2019-07-31,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
739,1203264,PI/000241374,Frydays,Restaurant/Cafe/Canteen,1,Unit L The Wallows Industrial Estate,Fens Pool Avenue,DY5 1QA,4,fhrs_4_en-GB,2019-10-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
740,1112393,PI/000240335,Fudgetastic,Retailers - other,4613,,,,5,fhrs_5_en-GB,2019-03-18,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
741,849745,PI/000231571,Full English Cafe,Restaurant/Cafe/Canteen,1,73 Halesowen Road,Halesowen,B62 9BB,2,fhrs_2_en-GB,2019-11-15,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
742,999470,PI/000235867,G & M Catering,Mobile caterer,7846,,,,5,fhrs_5_en-GB,2019-10-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
743,1151698,PI/000240773,G & S News,Retailers - other,4613,37 Saltwells Road,Netherton,DY2 0AA,4,fhrs_4_en-GB,2019-06-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
744,500331,PI/000016607,G Flavell Butchers Ltd,Retailers - other,4613,2 Cradley Road,Netherton,DY2 9RB,5,fhrs_5_en-GB,2019-01-14,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
745,893012,PI/000251285,Game,Retailers - other,4613,L98a,Merry Hill Centre,DY5 1SJ,Exempt,fhrs_exempt_en-GB,2017-06-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
746,896305,PI/000251306,Game,Retailers - other,4613,U52,Merry Hill Centre,DY5 1SR,Exempt,fhrs_exempt_en-GB,2014-03-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
747,500290,PI/000014647,Gate Hangs Well,Pub/bar/nightclub,7843,Cole Street,Netherton,DY2 9PA,4,fhrs_4_en-GB,2019-08-14,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
748,1209102,PI/000241424,Gather,Restaurant/Cafe/Canteen,1,20 Churchill Shopping Centre,Dudley,DY2 7BJ,4,fhrs_4_en-GB,2019-11-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
749,962813,PI/000236011,Gelato Palazzo,Mobile caterer,7846,,,,5,fhrs_5_en-GB,2019-06-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
750,1357390,PI/000242398,Georgeous Cakes,Other catering premises,7841,5 Market Street,Stourbridge,DY8 1AB,5,fhrs_5_en-GB,2021-03-18,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
751,1127576,PI/000240386,Georgina's Buffets,Other catering premises,7841,91 Blackberry Lane,Halesowen,B63 4NZ,5,fhrs_5_en-GB,2019-04-02,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
752,501388,PI/000061185,Gig Mill Primary School,School/college/university,7845,The Broadway,Norton,DY8 3HL,5,fhrs_5_en-GB,2020-03-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
753,501290,PI/000056203,Gigmill,Pub/bar/nightclub,7843,South Road,Norton,DY8 3UL,5,fhrs_5_en-GB,2019-04-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
754,576312,PI/000139193,Gill's News and Booze,Retailers - other,4613,76 High Street,Stourbridge,DY8 1DX,3,fhrs_3_en-GB,2019-02-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
755,1375677,PI/000242378,Give or Bake,Other catering premises,7841,,,,4,fhrs_4_en-GB,2021-04-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
756,1367410,PI/000215689,Giving Hands,Mobile caterer,7846,The Warehouse,Cottage Street,DY5 1RE,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
757,1274231,PI/000242616,GL Castle Kings,Retailers - other,4613,,,,5,fhrs_5_en-GB,2021-09-07,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
758,500746,PI/000030603,Glassboys Sports Bar,Pub/bar/nightclub,7843,War Memorial Athletics Ground,High Street,DY8 4HN,4,fhrs_4_en-GB,2020-02-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Amblecote,
759,1066214,PI/000238408,Global Gourmet Exchange Ltd,Retailers - other,4613,Unit 8,Ionic Business Park,DY1 4SR,5,fhrs_5_en-GB,2018-08-29,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Birmingham New Road,Dudley
760,778700,PI/000131587,Glynne Primary School,School/college/university,7845,Cot Lane,Kingswinford,DY6 9TH,5,fhrs_5_en-GB,2019-03-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
761,1355850,PI/000243959,Go On 'Indulge Yourself',Other catering premises,7841,,,,5,fhrs_5_en-GB,2021-06-14,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
762,501755,PI/000120213,Goals Soccer Centre,Retailers - other,4613,Goals Soccer Centre Ltd,Cakemore Road,B65 0QX,5,fhrs_5_en-GB,2010-07-22,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Rowley Regis,
763,999471,PI/000236504,Godfather Pizza,Takeaway/sandwich shop,7844,106A Stourbridge Road,Dudley,DY1 2DW,3,fhrs_3_en-GB,2019-10-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
764,683288,PI/000151020,Golden City,Takeaway/sandwich shop,7844,45 Park Road,Woodsetton,DY1 4JN,1,fhrs_1_en-GB,2020-09-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
765,896267,PI/000231656,Golden Fish,Takeaway/sandwich shop,7844,51 Stourbridge Road,Lye,DY9 7DH,5,fhrs_5_en-GB,2019-08-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
766,1295233,PI/000242023,Golden Fry,Takeaway/sandwich shop,7844,3 Alderwood Precinct,Sedgley,DY3 3QY,4,fhrs_4_en-GB,2020-12-07,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
767,1214164,PI/000241629,Golden Garden,Takeaway/sandwich shop,7844,51 Central Drive,Lower Gornal,DY3 2QE,3,fhrs_3_en-GB,2020-03-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
768,500933,PI/000038807,Golden Oriental,Takeaway/sandwich shop,7844,56 Louise Street,Lower Gornal,DY3 2UB,3,fhrs_3_en-GB,2019-09-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
769,973056,PI/000235762,Golden Rice Bowl,Takeaway/sandwich shop,7844,109 Dudley Road,Brierley Hill,DY5 1HD,2,fhrs_2_en-GB,2021-05-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
770,896322,PI/000253239,Golden Star,Takeaway/sandwich shop,7844,138 Hagley Road,Stourbridge,DY8 2JD,4,fhrs_4_en-GB,2017-11-02,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
771,501586,PI/000069221,Golf Shop,Retailers - other,4613,Stourbridge Golf Club,Worcester Lane,DY8 2RB,Exempt,fhrs_exempt_en-GB,2009-03-31,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
772,962812,PI/000236010,Gongoozler,Restaurant/Cafe/Canteen,1,501 Birmingham New Road,Dudley,DY1 4SB,5,fhrs_5_en-GB,2019-02-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
773,500287,PI/000013932,Gornal & Sedgley Labour Club & Inst,Pub/bar/nightclub,7843,78 Clarence Street,Upper Gornal,DY3 1UP,3,fhrs_3_en-GB,2019-06-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
774,500457,PI/000023361,Gornal Athletic F C,Pub/bar/nightclub,7843,Garden Walk,Lower Gornal,DY3 2NR,5,fhrs_5_en-GB,2017-07-31,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
775,1399995,PI/000244839,Gornal Dynasty,Takeaway/sandwich shop,7844,105 Kent Street,Upper Gornal,DY3 1UX,4,fhrs_4_en-GB,2021-07-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
776,501693,PI/000099756,Gornal Fryer,Takeaway/sandwich shop,7844,2 Louise Street,Lower Gornal,DY3 2UB,3,fhrs_3_en-GB,2019-07-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
777,1028040,PI/000237829,Gornal News and Wine,Retailers - other,4613,18 Lake Street,Lower Gornal,DY3 2AU,1,fhrs_1_en-GB,2018-08-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
778,1055168,PI/000237818,Gourmet Delights,Other catering premises,7841,,,,5,fhrs_5_en-GB,2018-05-15,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
779,1028037,PI/000237622,Gourmet Kitchen,Takeaway/sandwich shop,7844,173 High Street,Brierley Hill,DY5 3BU,4,fhrs_4_en-GB,2020-03-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
780,1257170,PI/000242366,Gourmet Meal Care,Other catering premises,7841,111-113 Dudley Road,Brierley Hill,DY5 1HD,5,fhrs_5_en-GB,2020-12-04,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
781,1285732,PI/000242824,Gourmet Peri Peri Chicken,Restaurant/Cafe/Canteen,1,also T/A After 5 Desserts,152 High Street,DY5 3BP,3,fhrs_3_en-GB,2021-02-01,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
782,1085303,PI/000239541,Gower Gardens Care Home,Hospitals/Childcare/Caring Premises,5,at Gower Gardens Care,31 Kent Road,B62 8PQ,5,fhrs_5_en-GB,2019-01-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
783,1392135,PI/000244798,Gower Gardens Residential Care Home,Hospitals/Childcare/Caring Premises,5,31 Kent Road,Halesowen,B62 8PQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
784,786039,PI/000231030,Grandpa's Sweet Shop,Retailers - other,4613,Shop,13 Enville Road,DY6 0JT,5,fhrs_5_en-GB,2016-01-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Wall Heath,Kingswinford
785,500835,PI/000033228,Grange Pharmacy,Retailers - other,4613,8 Howley Grange Road,Halesowen,B62 0HN,Exempt,fhrs_exempt_en-GB,2013-02-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
786,816962,PI/000152582,Grape Tree,Manufacturers/packers,7839,"Bays 3, 4 & 5",Building 2,DY6 7TD,5,fhrs_5_en-GB,2020-01-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dandy Bank Road,Pensnett Trading Estate
787,1267053,PI/000242503,Gray's Cakery & Emporium,Other catering premises,7841,,,,5,fhrs_5_en-GB,2021-07-27,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
788,1049805,PI/000237979,Graysteapot,Other catering premises,7841,,,,5,fhrs_5_en-GB,2018-04-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
789,500014,PI/000000396,Grazebrook Homes Limited,Hospitals/Childcare/Caring Premises,5,Grazebrook House Care Home,49-51 Adshead Road,DY2 8ST,2,fhrs_2_en-GB,2020-02-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
790,500013,PI/000000393,Grazebrook Homes Limited,Hospitals/Childcare/Caring Premises,5,Grazebrook Residential Homes,37-39 Adshead Road,DY2 8ST,4,fhrs_4_en-GB,2011-02-01,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
791,500482,PI/000024828,Great China,Takeaway/sandwich shop,7844,24A Grange Road,Oldswinford,DY9 7LE,4,fhrs_4_en-GB,2020-02-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
792,501767,PI/000121657,Great Wall,Takeaway/sandwich shop,7844,3 Castle Street,Coseley,WV14 9DP,3,fhrs_3_en-GB,2019-05-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Bilston,
793,774070,PI/000138467,Green Duck Beer Co Ltd,Manufacturers/packers,7839,Unit 13,Gainsborough Trading Estate,DY9 7ND,4,fhrs_4_en-GB,2019-03-27,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Rufford Road,Oldswinford
794,1209109,PI/000241569,Greenfield Pre-School,Hospitals/Childcare/Caring Premises,5,Greenfield Pre-School And Community Centre,Hill Street,DY8 1AL,4,fhrs_4_en-GB,2019-11-22,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
795,500819,PI/000031596,Greenfield Primary School,School/college/university,7845,Hill Street,Stourbridge,DY8 1AL,4,fhrs_4_en-GB,2019-03-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
796,501561,PI/000068267,Greenleigh Care Home,Hospitals/Childcare/Caring Premises,5,Greenleigh Nursing Home,219 Wolverhampton Road,DY3 1QR,5,fhrs_5_en-GB,2021-06-02,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Sedgley,Dudley
797,1081366,PI/000239487,Greenline Coaches,Mobile caterer,7846,"Unit 22C, Gainsborough Trading Estate",Rufford Road,DY9 7ND,Exempt,fhrs_exempt_en-GB,2018-10-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Oldswinford,
798,877730,PI/000252479,Greggs,Retailers - other,4613,11 Castle Street,Dudley,DY1 1LF,5,fhrs_5_en-GB,2020-01-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
799,500978,PI/000040623,Greggs,Retailers - other,4613,20-22 Market Street,Kingswinford,DY6 9JU,4,fhrs_4_en-GB,2018-11-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
800,581019,PI/000138862,Greggs,Takeaway/sandwich shop,7844,240 High Street,Pensnett,DY5 4JD,5,fhrs_5_en-GB,2020-02-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
801,501849,PI/000127814,Greggs,Takeaway/sandwich shop,7844,31 Dudley Street,Sedgley,DY3 1SA,5,fhrs_5_en-GB,2019-03-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
802,835264,PI/000231219,Greggs,Retailers - other,4613,62 High Street,Stourbridge,DY8 1DX,5,fhrs_5_en-GB,2020-02-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
803,962794,PI/000232066,Greggs,Takeaway/sandwich shop,7844,Bay 2 Building 39,Second Avenue,DY6 7XN,4,fhrs_4_en-GB,2018-10-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Pensnett Trading Estate,Kingswinford
804,501407,PI/000061466,Greggs,Takeaway/sandwich shop,7844,Hagley Mall,6 The Halesowen Cornbow,B63 4AJ,5,fhrs_5_en-GB,2019-08-15,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
805,896317,PI/000253006,Greggs,Takeaway/sandwich shop,7844,L7,Merry Hill Centre,DY5 1SH,4,fhrs_4_en-GB,2019-11-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
806,1181832,PI/000241247,Greggs,Retailers - other,4613,Stourbridge Trading Estate,Mill Race Lane,DY8 1JN,4,fhrs_4_en-GB,2019-10-15,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
807,502179,PI/000136763,Greggs,Retailers - other,4613,U1 Roseville Precinct,Coseley,WV14 9EP,5,fhrs_5_en-GB,2019-03-18,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Bilston,
808,1321375,PI/000243123,Greggs at Tesco Extra,Takeaway/sandwich shop,7844,Town Gate Retail Park,Birmingham New Road,DY1 4RP,5,fhrs_5_en-GB,2020-12-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
809,896252,PI/000199554,Greggs Cafe,Restaurant/Cafe/Canteen,1,Kiosk K10B,Merry Hill Centre,DY5 1QX,3,fhrs_3_en-GB,2018-10-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
810,1295248,PI/000242994,Grepes,Takeaway/sandwich shop,7844,148 Hagley Road,Stourbridge,DY8 2JD,5,fhrs_5_en-GB,2021-03-02,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
811,804460,PI/000163824,Greys Coffee Bistro Lounge,Restaurant/Cafe/Canteen,1,36 Market Street,Stourbridge,DY8 1AG,5,fhrs_5_en-GB,2019-02-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
812,909891,PI/000234756,Grill Brazil,Mobile caterer,7846,,,,5,fhrs_5_en-GB,2018-11-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
813,1316644,PI/000243117,GRLD,Takeaway/sandwich shop,7844,Hurst Green Shopping Centre,7 Woodbury Road,B62 9RH,4,fhrs_4_en-GB,2021-04-22,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
814,988844,PI/000199165,Groves,Takeaway/sandwich shop,7844,Kiosk K18,Merry Hill Centre,DY5 1SH,5,fhrs_5_en-GB,2018-07-06,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
815,901392,PI/000233964,GS Convenience,Retailers - other,4613,24-26 Windmill Hill,Cradley,B63 2DB,4,fhrs_4_en-GB,2018-10-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
816,501441,PI/000062979,Guest Hospital Outpatients Centre,Hospitals/Childcare/Caring Premises,5,Tipton Road,Dudley,DY1 4SE,5,fhrs_5_en-GB,2018-10-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
817,501523,PI/000066192,Guru Nanak Singh Sabha Temple,Restaurant/Cafe/Canteen,1,118 Wellington Road,Dudley,DY1 1UB,5,fhrs_5_en-GB,2019-06-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
818,984684,PI/000064438,Guru Teq Badadur Gurdwara Temple,Other catering premises,7841,7 Vicar Street,Dudley,DY2 8RQ,4,fhrs_4_en-GB,2019-01-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
819,581032,PI/000139818,H K S Retails Limited,Retailers - other,4613,617-619 Birmingham New Road,Bilston,WV14 9QE,4,fhrs_4_en-GB,2017-04-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
820,500403,PI/000019267,Hadens Newsagents,Retailers - other,4613,35 Dudley Street,Sedgley,DY3 1SA,Exempt,fhrs_exempt_en-GB,2013-01-15,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
821,1355847,PI/000243825,Halal Meat Counter,Retailers - other,4613,54 High Street,Lye,DY9 8LQ,1,fhrs_1_en-GB,2021-03-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
822,1381801,PI/000243306,Halal Meat Lye Limited,Retailers - other,4613,48 High Street,Lye,DY9 8LQ,2,fhrs_2_en-GB,2021-05-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
823,1398454,PI/000244861,Halal Meat Stourbridge,Retailers - other,4613,119A High Street,Stourbridge,DY8 1DT,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
824,501502,PI/000065650,Halas Homes (Residential Care Home),Hospitals/Childcare/Caring Premises,5,Halas Home (Residential Care Home),Wassell Road,B63 4JX,5,fhrs_5_en-GB,2018-10-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
825,501365,PI/000059058,Hale's Greengrocery,Retailers - other,4613,,,,5,fhrs_5_en-GB,2020-01-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
