NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,CONG_DIST,COUNTY,NEAR_CITY,DIST_CITY,RIVER,PRM_PURPOS,NID_DAMTYP,YEAR_COMPL,NID_HEIGHT,NID_STOR,DAM_LENGTH,MAX_DISCH,OWNER,OWN_TYPE,STATE_AGCY,FED_AGCY,NONFED_DAM,SECT_TOWN,PURPOSE,DAM_TYPE,DAM_HEIGHT,HYDR_HGT,STRUCT_HGT,NORM_STOR,MAX_STOR,SURF_AREA,DRAIN_AREA,SPILL_TYPE,SPILL_WDTH,NUM_LOCKS,LOCK_LEN,LOCK_WIDTH,VOLUME,INSP_DATE,PHASEI_INS,FD_CONSTRC,FD_DESIGN,FD_FUNDING,FD_INSPECT,FD_OPERATE,FD_OTHER,FD_OWNER,FD_REGULAT,SUPP_FED,SUPP_DATE,SOURC_AGCY,SOURC_DATE,SOURCE_ID,LONGITUD_X,LATITUDE_Y,FIPS_STATE,FIPS_CNTY,RECID
OH00414,OH,KING'S LAKE DAM,,SIGNIFICANT,,OHIO,OH-17,MAHONING,"VILLA MARIA, PA.",,COFFEE RUN,RECREATION,GRAVITY,1957,14,158,1750,537,MARK KING,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,COITSVILLE,R,RE,14,10,,65.3,158.1,20,0.41,,,,,,,18/06/1991,NO,,,,,,,,,,,OH,05/09/1995,1004-003,-80.52,41.084167,39,39099,366
OH00415,OH,NEWPORT LAKE DAM,,SIGNIFICANT,,OHIO,OH-17,MAHONING,YOUNGSTOWN,,MILL CREEK,RECREATION,GRAVITY,1952,20,667,130,,MILL CREEK METROPOLITAN PARK DIST.,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF YOUNGSTOWN,R,MS,20,20,,667,,100,67.5,,,,,,,05/10/1989,NO,,,,,,,,,,,OH,05/09/1995,1005-001,-80.678333,41.064444,39,39099,367
OH00416,OH,LAKE GLACIER DAM,,LOW,,OHIO,OH-17,MAHONING,YOUNGSTOWN,,MILL CREEK,RECREATION,GRAVITY,1900,18,219,165,,MILL CREEK METROPOLITAN PARK DIST.,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF YOUNGSTOWN,R,MS,18,18,,219,,44,79.6,,,,,,,25/05/1993,NO,,,,,,,,,,,OH,05/09/1995,1005-002,-80.674722,41.097778,39,39099,368
OH00417,OH,LAKE COHASSET DAM,,LOW,,OHIO,OH-17,MAHONING,YOUNGSTOWN,,MILL CREEK,RECREATION,GRAVITY,,23,94,147,,MILL CREEK METROPOLITAN PARK DIST.,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF YOUNGSTOWN,R,MS,23,23,,94,,28,74.2,,,,,,,25/05/1993,NO,,,,,,,,,,,OH,05/09/1995,1005-003,-80.680833,41.081944,39,39099,369
OH00418,OH,LOWER DIEHL LAKE DAM,,SIGNIFICANT,,OHIO,OH-17,MAHONING,WESTHILL HEIGHTS,,WEST BRANCH,RECREATION,GRAVITY,1930,27,49,233,3800,DIEHL LAKE COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,ELLSWORTH,R,RE,27,21,,26.4,49.3,4,7.03,,,,,,,29/03/1992,NO,,,,,,,,,,,OH,05/09/1995,1006-002,-80.858333,41.012778,39,39099,370
OH00419,OH,LAKE MILTON DAM,,HIGH,,OHIO,OH-17,MAHONING,NEWTON FALLS,5.3,MAHONING RIVER,RECREATION,GRAVITY,1916,66,46605,2840,122714,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,MILTON,RS,RE,52,38,66,,46605,1780,276,,,,,,,14/11/1984,NO,,,,,,,,,,,OH,05/09/1995,1107-001,-80.977778,41.127222,39,39099,371
OH00420,OH,DELTA RESERVOIR NO. 1,,HIGH,,OHIO,OH-09,FULTON,DELTA,1.1,TR-BAD CREEK-OS,WATER SUPPLY,GRAVITY,1933,22,546,2000,,VILLAGE OF DELTA,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,PIKE,SR,RE,22,19,,422,546,40.6,0.17,,,,,,,30/04/1991,NO,,,,,,,,,,,OH,05/09/1995,1440-001,-84.012222,41.589444,39,39051,372
OH00421,OH,HARRISON LAKE DAM,,HIGH,,OHIO,OH-09,FULTON,ZONE,2.7,MILL CREEK,RECREATION,GRAVITY,1941,42,1667,1663,6149,"ODNR, DIV. OF PARKS & REC",STATE,"OHIO DNR, DIVISION OF WATER",,NO,GORHAM,R,RE,32,25,42,716,1667,107,,,,,,,,29/07/1992,YES,,,,,,,,,,,OH,05/09/1995,1542-001,-84.361667,41.64,39,39051,373
OH00422,OH,HUTCHINGS STATION DAM,,LOW,,OHIO,OH-03,MONTGOMERY,CHAUTAQUA,,GREAT MIAMI RIVER,WATER SUPPLY,GRAVITY,1948,8,255,620,,DAYTON POWER & LIGHT COMPANY,PUBLIC UTILITY,"OHIO DNR, DIVISION OF WATER",,NO,MIAMI,S,CN,8,8,,255,255,60,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9442-004,-84.286667,39.6075,39,39113,374
OH00423,OH,LAKE MARINOLE DAM,,HIGH,,OHIO,OH-03,MONTGOMERY,KETTERING,,TR-HOLES CREEK,RECREATION,GRAVITY,1966,29,40,275,989,"LAKE MARINOLE ASSOCIATION, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WASHINGTON,R,RE,29,24,,23,40,2.8,0.11,,,,,,,13/05/1988,YES,,,,,,,,,,,OH,05/09/1995,9541-001,-84.16,39.671667,39,39113,375
OH00424,OH,TAIT STATION DAM,,LOW,,OHIO,OH-03,MONTGOMERY,WEST CARROLLTON,,GREAT MIAMI RIVER,WATER SUPPLY,GRAVITY,,7,350,,,MIAMI CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF DAYTON,S,CN,7,7,,350,350,100,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9541-011,-84.211111,39.73,39,39113,376
OH00425,OH,GERMANTOWN DAM,,HIGH,,OHIO,OH-08,MONTGOMERY,GERMANTOWN,1.8,TWIN CREEK,FLOOD CONTROL,GRAVITY,1922,148,142000,1210,22294,THE MIAMI CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,GERMAN,C,RE,107,,148,,142000,,275,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9543-003,-84.403333,39.636667,39,39113,377
OH00426,OH,HUFFMAN DAM,,HIGH,,OHIO,OH-07,GREENE,DAYTON,1.1,MAD RIVER,FLOOD CONTROL,GRAVITY,1922,85,,3340,204186,THE MIAMI CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,BATH,C,RE,73,,85,,,,671,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9640-001,-84.090556,39.797222,39,39057,378
OH00427,OH,TAYLORSVILLE DAM,,HIGH,,OHIO,OH-03,MONTGOMERY,TAYLORSVILLE,,GREAT MIAMI RIVER,FLOOD CONTROL,GRAVITY,1922,90,386000,2980,112381,THE MIAMI CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,WAYNE,C,RE,78,,90,,386000,,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9641-001,-84.161944,39.874444,39,39113,379
OH00428,OH,SPRING LAKE DAM,,HIGH,,OHIO,OH-03,MONTGOMERY,HUBER HEIGHTS,,TR-GREAT MIAMI RIVER,RECREATION,GRAVITY,1952,21,62,1100,8,JANET R. CORRIERI,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WAYNE,R,RE,21,19,,43,62,8.5,0.12,,,,,,,13/05/1988,YES,,,,,,,,,,,OH,05/09/1995,9641-003,-84.126667,39.858333,39,39113,380
OH00430,OH,ISLAND PARK DAM,,LOW,,OHIO,OH-03,MONTGOMERY,DAYTON,,GREAT MIAMI RIVER,RECREATION,GRAVITY,,7,367,755,45358,THE MIAMI CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CITY OF DAYTON,R,CNPG,7,7,,367,367,105,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9641-024,-84.193889,39.775,39,39113,381
OH00431,OH,ENGLEWOOD DAM,,HIGH,,OHIO,OH-03,MONTGOMERY,LITTLE YORK,,STILLWATER RIVER,FLOOD CONTROL,GRAVITY,1922,132,413000,4716,41250,THE MIAMI CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,RANDOLPH,C,RE,120,,132,,413000,,651,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9642-001,-84.285556,39.870278,39,39113,382
OH00432,OH,ENGLEWOOD RECREATION DAM,,LOW,,OHIO,OH-03,MONTGOMERY,LITTLE YORK,,STILLWATER RIVER,RECREATION,GRAVITY,,8,347,146,11558,THE MIAMI CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,RANDOLPH,R,CN,8,8,,347,347,130,,,,,,,,17/07/1975,NO,,,,,,,,,,,OH,05/09/1995,9642-011,-84.286667,39.871111,39,39113,383
OH00433,OH,SALT FORK LAKE DAM,,HIGH,,OHIO,OH-18,GUERNSEY,CAMBRIDGE,6.1,SALT FORK CREEK,RECREATION,GRAVITY,1968,66,152900,1500,28903,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,LIBERTY,R,RE,61,38,66,41100,152900,3010,160,,,,,,,26/10/1985,YES,,,,,,,,,,,OH,05/09/1995,0014-001,-81.557222,40.104722,39,39059,384
OH00434,OH,RUSH RUN LAKE DAM,,SIGNIFICANT,,OHIO,OH-08,PREBLE,SOMERVILLE,,RUSH RUN,RECREATION,GRAVITY,,53,1526,1000,7307,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,SOMERS,R,RE,53,40,,924,1526,54,1.8,,,,,,,20/11/1985,NO,,,,,,,,,,,OH,05/09/1995,9444-007,-84.6125,39.593889,39,39135,385
OH00435,OH,KISER LAKE DAM,,SIGNIFICANT,,OHIO,OH-07,CHAMPAIGN,PASCO,9.5,MOSQUITO CREEK,RECREATION,GRAVITY,1939,25,4531,1800,4343,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,JOHNSON,R,RE,25,19,,1541.9,4531.2,384.6,9.36,,,,,,,02/08/1991,NO,,,,,,,,,,,OH,05/09/1995,0137-001,-83.981944,40.197222,39,39021,386
OH00436,OH,SHREVE LAKE DAM,,HIGH,,OHIO,OH-16,WAYNE,SHREVE,0.8,TR-SHREVE CREEK,RECREATION,GRAVITY,1962,34,855,1320,1755,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,CLINTON,R,RE,25,14,34,177,855,59.1,1.39,,,,,,,23/07/1991,NO,,,,,,,,,,,OH,05/09/1995,0520-001,-82.043611,40.684167,39,39169,387
OH00437,OH,WOLF RUN LAKE DAM,,HIGH,,OHIO,OH-18,NOBLE,BELLE VALLEY,,WOLF RUN,FLOOD CONTROL,GRAVITY,1966,77,7737,700,9810,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,NOBLE,CR,RE,76,62,77,4137,7737,214,5.7,U,100,,,,290000,22/12/1994,YES,USDA NRCS,USDA NRCS,USDA NRCS,USDA NRCS,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9614-001,-81.548333,39.790556,39,39121,388
OH00438,OH,FINDLEY LAKE DAM,,HIGH,,OHIO,OH-05,LORAIN,WELLINGTON,1.5,WELLINGTON CREEK,RECREATION,GRAVITY,1956,38,2480,1670,16212,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,HUNTINGTON,R,RE,33,21,38,885,2480,84,6.6,,,,,,,30/06/1992,YES,,,,,,,,,,,OH,05/09/1995,1121-001,-82.210833,41.1375,39,39093,389
OH00439,OH,MADISON LAKE DAM,,SIGNIFICANT,,OHIO,OH-15,MADISON,MOUNT STERLING,,DEER CREEK,RECREATION,GRAVITY,1946,31,1150,1120,7973,"ODNR, DIV. OF PARKS & REC",STATE,"OHIO DNR, DIVISION OF WATER",,NO,UNION,R,RE,24,20,31,341,1150,56.9,54.7,,,,,,,17/11/1987,NO,,,,,,,,,,,OH,05/09/1995,9633-002,-83.375,39.866667,39,39097,390
OH00440,OH,FORKED RUN LAKE DAM,,HIGH,,OHIO,OH-06,MEIGS,LONG BOTTOM,,FORKED RUN,RECREATION,GRAVITY,1952,56,3672,660,15095,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,OLIVE,R,RE,55,42,56,1518,3672,138,8.7,,,,,,,19/12/1989,NO,,,,,,,,,,,OH,05/09/1995,9016-001,-81.767778,39.091667,39,39105,391
OH00441,OH,MONROE LAKE DAM,,HIGH,YES,OHIO,OH-18,MONROE,CAMERON,,BAKER FORK,RECREATION,GRAVITY,1956,60,1246,350,18559,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,MALAGA,R,RE,55,41,60,499,1246,38.4,4.54,,,,,,,24/04/1990,NO,,,,,,,,,,,OH,05/09/1995,9611-001,-81.137778,39.818056,39,39111,392
OH00442,OH,LAKE LORAMIE DAM,,HIGH,,OHIO,OH-08,SHELBY,FORT LORAMIE,,LORAMIE CREEK,RECREATION,GRAVITY,1844,23,12900,1844,8548,"ODNR, DIV. OF PARKS & REC",STATE,"OHIO DNR, DIVISION OF WATER",,NO,MCLEAN,R,RE,23,18,,3018,12900,829,77.7,,,,,,,19/12/1983,YES,,,,,,,,,,,OH,05/09/1995,0242-001,-84.358889,40.3575,39,39149,393
OH00443,OH,ROSS LAKE DAM,,HIGH,,OHIO,OH-06,ROSS,SCHRADER,,LICK RUN,RECREATION,GRAVITY,1967,48,4350,750,18567,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,SPRINGFIELD,R,RE,48,34,,1745,4350,140,3.83,,,,,,,20/01/1993,YES,,,,,,,,,,,OH,05/09/1995,9227-001,-82.905556,39.334722,39,39141,394
OH00444,OH,CLARK LAKE DAM,,HIGH,,OHIO,OH-07,CLARK,SPRINGFIELD,6.8,SINKING CREEK,RECREATION,GRAVITY,1957,26,2107,1145,34570,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,PLEASANT,R,RE,23,14,26,453,2107,97,7.08,,,,,,,15/10/1992,YES,,,,,,,,,,,OH,05/09/1995,9735-001,-83.66,39.948333,39,39023,395
OH00445,OH,VETO LAKE DAM,,HIGH,,OHIO,OH-06,WASHINGTON,TWIN BRIDGES,,LITTLE HOCKING RIVER,RECREATION,GRAVITY,1954,48,4283,463,18130,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,DUNHAM,R,RE,36,23,48,1071,4283,146,19.94,,,,,,,18/03/1987,YES,,,,,,,,,,,OH,05/09/1995,9215-001,-81.646667,39.345,39,39167,396
OH00446,OH,LAKE WHITE DAM,,HIGH,,OHIO,OH-06,PIKE,LAKEVIEW HEIGHTS,,PEE PEE CREEK,RECREATION,GRAVITY,1935,39,4608,4200,,"ODNR, DIV. OF PARKS & REC",STATE,"OHIO DNR, DIVISION OF WATER",,NO,PEE PEE,R,RE,39,32,,4608,,347,,,,,,,,17/06/1987,NO,,,,,,,,,,,OH,05/09/1995,9030-001,-83.008333,39.106667,39,39131,397
OH00447,OH,HOUSTON UPGROUND RESERVOIR,,SIGNIFICANT,,OHIO,OH-06,CLINTON,WESTBORO,0.6,WEST FORK EAST FORK-OS,RECREATION,GRAVITY,1935,13,71,2200,,VILLAGE OF BLANCHESTER,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,JEFFERSON,R,RE,13,8,,38.5,71.1,6,,,,,,,,25/07/1989,NO,,,,,,,,,,,OH,05/09/1995,9237-001,-83.918333,39.282222,39,39027,398
OH00448,OH,BAPTIST FOUNDATION LAKE DAM,,LOW,,OHIO,OH-06,CLINTON,CLARKSVILLE,0.6,TR-DUTCH CREEK,RECREATION,GRAVITY,1972,36,65,530,112,"BAPTIST FOUNDATION, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,CHESTER,R,RE,36,31,,39.7,64.6,4.5,0.07,U,20,,,,18464,01/07/1992,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9337-009,-83.910833,39.473889,39,39027,399
OH00449,OH,CANDLEWOOD LAKE DAM,,SIGNIFICANT,,OHIO,OH-05,WOOD,WATERVILLE,4.2,SUGAR CREEK & SISTER CREEK,RECREATION,GRAVITY,1962,23,100,245,145,THE WILLIAMSBURG ASSOCIATION,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WASHINGTON,R,RE,23,20,,66.5,100.5,10.7,2.1,,,,,,,29/07/1992,NO,,,,,,,,,,,OH,05/09/1995,1336-002,-83.782778,41.444444,39,39173,400
OH00450,OH,VAN BUREN LAKE DAM,,SIGNIFICANT,,OHIO,OH-04,HANCOCK,GALATEA,0.2,ROCKY FORD CREEK,RECREATION,GRAVITY,1939,22,1079,475,9530,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,ALLEN,R,RE,22,14,,266,1079,55,22.6,,,,,,,01/03/1988,NO,,,,,,,,,,,OH,05/09/1995,1135-002,-83.644444,41.133889,39,39063,401
OH00451,OH,YOGI BEAR'S JELLYSTONE PARK LAKE DAM,,LOW,,OHIO,OH-04,RICHLAND,BELLVILLE,6.8,TR-STEEL RUN,RECREATION,GRAVITY,1969,34,93,600,464,"BINGS & ASSOCIATES, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,PERRY,R,RE,31,27,34,53.9,92.8,7.1,0.28,U,,,,,2388,14/12/1994,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,0424-003,-82.584444,40.58,39,39139,402
OH00452,OH,PLEASANT VALLEY RANCH LAKE DAM,,SIGNIFICANT,,OHIO,OH-04,RICHLAND,GREER,,TR-SWITZER CREEK,RECREATION,GRAVITY,1965,26,125,450,329,"WOODS & WATER CHRISTIAN RETREAT, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,MONROE,R,RE,26,22,,83,125,11,0.1,U,35,,,,13241,24/01/1989,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,0522-006,-82.371667,40.652222,39,39139,403
OH00453,OH,GOETTL LAKE DAM,,LOW,,OHIO,OH-04,RICHLAND,LUCAS,4,TR-ROCKY FORK,RECREATION,GRAVITY,1959,20,91,200,151,ADAM D. GOETTL,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MONROE,R,RE,17,13,20,33,91,9,0.41,,,,,,,18/04/1991,NO,,,,,,,,,,,OH,05/09/1995,0523-002,-82.431667,40.726111,39,39139,404
OH00454,OH,SHELBY UPGROUND RESERVOIR NO. 1,,HIGH,,OHIO,OH-04,RICHLAND,SHELBY,0.1,BLACK FORK MOHICAN RIVER-OS,WATER SUPPLY,GRAVITY,1943,28,200,3328,,CITY OF SHELBY,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,SHARON,SR,RE,28,25,,193,200,11.8,0.02,,,,,,,17/09/1991,YES,,,,,,,,,,,OH,05/09/1995,0625-001,-82.659722,40.868889,39,39139,405
OH00455,OH,SHELBY UPGROUND RESERVOIR NO. 2,,HIGH,,OHIO,OH-04,RICHLAND,SHELBY,0.2,BLACK FORK MOHICAN RIVER-OS,WATER SUPPLY,GRAVITY,1955,36,743,4910,,CITY OF SHELBY,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,SHARON,SR,RE,36,34,,657,743,28.2,0.05,,,,,,,17/09/1991,YES,,,,,,,,,,,OH,05/09/1995,0625-002,-82.655556,40.868889,39,39139,406
OH00456,OH,COOKE POND NO. 1 DAM,,LOW,,OHIO,OH-04,RICHLAND,NEW HAVEN,5,TR-MARSH RUN,RECREATION,GRAVITY,1964,16,62,975,225,"MARY K. COOKE, ET AL.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,PLYMOUTH,R,RE,16,12,,22.2,62.3,5.7,0.35,,,,,,,01/12/1993,NO,,,,,,,,,,,OH,05/09/1995,0725-006,-82.717778,40.939444,39,39139,407
OH00457,OH,COOKE POND NO. 2 DAM,,LOW,,OHIO,OH-04,RICHLAND,NEW HAVEN,4.9,TR-MARSH RUN,RECREATION,GRAVITY,1968,17,171,850,683,"MARY K. COOKE, ET AL.",PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,PLYMOUTH,R,RE,13,9,17,48.5,171,17.5,0.63,U,80,,,,10758,01/12/1993,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,0725-007,-82.723889,40.941111,39,39139,408
OH00458,OH,STONY LAKE DAM,,HIGH,,OHIO,OH-18,CARROLL,SHERODSVILLE,8.7,MCGUIRE CREEK,RECREATION,GRAVITY,1928,18,183,287,2018,REBECCA DRAKE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,PERRY,R,RE,18,15,,98,183,19.9,11.74,,,,,,,03/03/1992,NO,,,,,,,,,,,OH,05/09/1995,0310-001,-81.115278,40.465556,39,39019,409
OH00459,OH,VO-ASH LAKE DAM,,SIGNIFICANT,,OHIO,OH-18,CARROLL,SHERODSVILLE,10.2,TR-MCGUIRE CREEK,RECREATION,GRAVITY,1956,29,103,350,18,"VO-ASH LAKE PROPERTY OWNERS ASSN.,INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,PERRY,R,RE,29,28,,85,103,8.5,1,,,,,,,03/03/1992,NO,,,,,,,,,,,OH,05/09/1995,0310-003,-81.099444,40.481389,39,39019,410
OH00460,OH,STANLEY LOWER LAKE DAM,,SIGNIFICANT,,OHIO,OH-18,CARROLL,LEESVILLE,1.1,TR-CONOTTON CREEK,RECREATION,GRAVITY,1933,25,92,595,422,LAWRENCE STANLEY ET AL.,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,ORANGE,R,RE,25,21,,56,92,8,0.63,,,,,,,09/11/1989,NO,,,,,,,,,,,OH,05/09/1995,0311-006,-81.227778,40.445833,39,39019,411
OH00461,OH,STANLEY UPPER LAKE DAM,,SIGNIFICANT,,OHIO,OH-18,CARROLL,LEESVILLE,1.5,TR-CONOTTON CREEK,RECREATION,GRAVITY,1933,37,112,635,5,LAWRENCE STANLEY ET AL.,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,ORANGE,R,RE,37,33,,91.1,112.3,8.7,0.4,,,,,,,04/11/1991,NO,,,,,,,,,,,OH,05/09/1995,0311-007,-81.234722,40.444444,39,39019,412
OH00462,OH,PUSKARICH LAKE DAM,,SIGNIFICANT,,OHIO,OH-18,CARROLL,BERGHOLZ,10.2,TR-CENTER FORK,WATER SUPPLY,GRAVITY,1971,53,597,670,3121,PUSKARICH MANAGEMENT INC.,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,LEE,S,RE,48,27,53,172.5,597.4,19.1,0.72,,,,,,,20/09/1988,NO,,,,,,,,,,,OH,05/09/1995,0410-008,-81.002222,40.55,39,39019,413
OH00464,OH,DUNN LAKE DAM,,LOW,,OHIO,OH-18,CARROLL,NORRISTOWN,0.2,TR-STILL FORK,RECREATION,GRAVITY,1963,23,111,365,104,DANIEL R. & ELIZABETH F. DUNN,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,EAST,R,RE,23,20,,70,111,11.4,0.88,,,,,,,04/11/1991,NO,,,,,,,,,,,OH,05/09/1995,0507-005,-80.952778,40.667778,39,39019,414
OH00466,OH,TENNESSEE GAS LAKE DAM,,LOW,,OHIO,OH-18,CARROLL,WATHEYS,2.1,TR-PIPES FORK,RECREATION,GRAVITY,1950,22,113,700,391,TENNESSEE GAS COMPANY,PUBLIC UTILITY,"OHIO DNR, DIVISION OF WATER",,NO,WASHINGTON,R,RE,22,18,,65,113,11,0.53,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0510-008,-81.045,40.625833,39,39019,415
OH00467,OH,LAKE MOHAWK DAM,,HIGH,,OHIO,OH-18,CARROLL,ONEIDA,2.7,MIDDLE RUN,RECREATION,GRAVITY,1963,42,13119,1950,9405,"LAKE MOHAWK PROPERTY OWNERS ASSN.,INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BROWN,R,RE,42,33,,8434,13119,505,5.87,,,,,,,07/05/1986,YES,,,,,,,,,,,OH,05/09/1995,0511-001,-81.188333,40.668333,39,39019,416
OH00468,OH,MOHAWK LAKE DAM,,LOW,,OHIO,OH-05,SENECA,TIFFIN,2.5,VAN METER CREEK,RECREATION,GRAVITY,1913,18,75,280,21,MOHAWK COUNTRY CLUB,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,EDEN,R,RE,18,18,,73,75,12.3,5.15,,,,,,,17/05/1994,NO,,,,,,,,,,,OH,05/09/1995,1031-001,-83.171944,41.064167,39,39147,417
OH00469,OH,BEAVER CREEK UPGROUND RESERVOIR,,HIGH,,OHIO,OH-05,SENECA,LOWELL,,BEAVER CREEK-OS,WATER SUPPLY,GRAVITY,1971,38,2900,8544,,CITY OF CLYDE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,ADAMS,S,RE,34,29,38,2406,2900,110,0.18,,,,,,,07/03/1984,YES,,,,,,,,,,,OH,05/09/1995,1130-001,-83.020556,41.238333,39,39147,418
OH00470,OH,LAKE OTTO DAM,,SIGNIFICANT,,OHIO,OH-18,LICKING,ROCKY FORK,3.8,PAINTER RUN,RECREATION,GRAVITY,1959,25,63,440,44,CALVIN STOCKLI,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,FALLSBURY,R,RE,25,22,,41,63,7.6,0.27,,,,,,,25/01/1989,NO,,,,,,,,,,,OH,05/09/1995,0122-001,-82.252222,40.201111,39,39089,419
OH00471,OH,HOAR POND DAM,,LOW,,OHIO,OH-12,LICKING,ST. LOUISVILLE,5.3,TR-LAKE FORK LICKING RIVER,RECREATION,GRAVITY,1953,26,20,400,31,RICHARD HOAR,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WASHINGTON,R,RE,26,23,,12.2,19.6,2,0.13,,,,,,,04/08/1992,NO,,,,,,,,,,,OH,05/09/1995,0123-001,-82.456111,40.215556,39,39089,420
OH00472,OH,DAWES ARBORETUM LAKE DAM,,LOW,,OHIO,,LICKING,HEATH,4.2,TR-DUTCH FORK,OTHER,GRAVITY,1954,27,72,920,612,THE DAWES ARBORETUM,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,LICKING,O,RE,22,18,27,42,72,7,0.25,,,,,,,05/12/1994,NO,,,,,,,,,,,OH,05/09/1995,9723-001,-82.417222,39.835556,39,,421
